         1         1        1.0000000000000000e+00
         1         2        0.0000000000000000e+00
         1         3        0.0000000000000000e+00
         1         4        0.0000000000000000e+00
         1         5        0.0000000000000000e+00
         1         6        0.0000000000000000e+00
         1         7        0.0000000000000000e+00
         1         8        0.0000000000000000e+00
         1         9        0.0000000000000000e+00
         1        13        0.0000000000000000e+00
         1        14        0.0000000000000000e+00
         1        15        0.0000000000000000e+00
         1        25        0.0000000000000000e+00
         1        26        0.0000000000000000e+00
         1        27        0.0000000000000000e+00
         1        28        0.0000000000000000e+00
         1        29        0.0000000000000000e+00
         1        30        0.0000000000000000e+00
         1        33        0.0000000000000000e+00
         1        34        0.0000000000000000e+00
         1        31        0.0000000000000000e+00
         1        32        0.0000000000000000e+00
         1        35        0.0000000000000000e+00
         1        36        0.0000000000000000e+00
         1        37        0.0000000000000000e+00
         1        38        0.0000000000000000e+00
         1        39        0.0000000000000000e+00
         1        40        0.0000000000000000e+00
         1        10        0.0000000000000000e+00
         1        11        0.0000000000000000e+00
         1        12        0.0000000000000000e+00
         1        16        0.0000000000000000e+00
         1        17        0.0000000000000000e+00
         1        18        0.0000000000000000e+00
         1        19        0.0000000000000000e+00
         1        20        0.0000000000000000e+00
         1        21        0.0000000000000000e+00
         1        22        0.0000000000000000e+00
         1        23        0.0000000000000000e+00
         1        24        0.0000000000000000e+00
         2         1        0.0000000000000000e+00
         2         2        1.0000000000000000e+00
         2         3        0.0000000000000000e+00
         2         4        0.0000000000000000e+00
         2         5        0.0000000000000000e+00
         2         6        0.0000000000000000e+00
         2         7        0.0000000000000000e+00
         2         8        0.0000000000000000e+00
         2         9        0.0000000000000000e+00
         2        13        0.0000000000000000e+00
         2        14        0.0000000000000000e+00
         2        15        0.0000000000000000e+00
         2        25        0.0000000000000000e+00
         2        26        0.0000000000000000e+00
         2        27        0.0000000000000000e+00
         2        28        0.0000000000000000e+00
         2        29        0.0000000000000000e+00
         2        30        0.0000000000000000e+00
         2        33        0.0000000000000000e+00
